Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[developmental stage]	Characteristics[disease]	Characteristics[organism part]	Characteristics[individual]	Characteristics[cell type]	Material Type	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[end bias]	Comment[input molecule]	Comment[library construction]	Comment[primer]	Comment[sample barcode read]	Comment[single cell isolation]	Comment[spike in]	Comment[cdna read]	Comment[cdna read offset]	Comment[cdna read size]	Comment[umi barcode read]	Comment[umi barcode offset]	Comment[umi barcode size]	Comment[cell barcode read]	Comment[cell barcode offset]	Comment[cell barcode size]	Protocol REF	Performer	Assay Name	Comment[technical replicate group]	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[read1 file]	Comment[read2 file]	Factor Value[cell type]	Factor Value[time]	Unit[time unit]
Donor1_MBC_2020	ERS8953578	SAMEA11308717	Homo sapiens	adult	normal	blood	1	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor1_MBC_2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	2c_S8_L001	group 6	sequencing assay	ERX6994759	2c_S8_L001_R2_001.fastq.gz	2c_S8_L001_R2_001.fastq.gz	ERR7425732	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425732/2c_S8_L001_R2_001.fastq.gz	2c_S8_L001_R1_001.fastq.gz	2c_S8_L001_R2_001.fastq.gz	memory B cell	2020	year
Donor1_MBC_2020	ERS8953578	SAMEA11308717	Homo sapiens	adult	normal	blood	1	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor1_MBC_2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	2c_S8_L002	group 6	sequencing assay	ERX6994759	2c_S8_L002_R1_001.fastq.gz	2c_S8_L002_R1_001.fastq.gz	ERR7425733	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425733/2c_S8_L002_R1_001.fastq.gz	2c_S8_L002_R1_001.fastq.gz	2c_S8_L002_R2_001.fastq.gz	memory B cell	2020	year
Donor1_MBC_2020	ERS8953578	SAMEA11308717	Homo sapiens	adult	normal	blood	1	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor1_MBC_2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	2c_S8_L002	group 6	sequencing assay	ERX6994759	2c_S8_L002_R2_001.fastq.gz	2c_S8_L002_R2_001.fastq.gz	ERR7425733	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425733/2c_S8_L002_R2_001.fastq.gz	2c_S8_L002_R1_001.fastq.gz	2c_S8_L002_R2_001.fastq.gz	memory B cell	2020	year
Donor1_MBC_2020	ERS8953578	SAMEA11308717	Homo sapiens	adult	normal	blood	1	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor1_MBC_2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	2c_S8_L003	group 6	sequencing assay	ERX6994759	2c_S8_L003_R1_001.fastq.gz	2c_S8_L003_R1_001.fastq.gz	ERR7425734	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425734/2c_S8_L003_R1_001.fastq.gz	2c_S8_L003_R1_001.fastq.gz	2c_S8_L003_R2_001.fastq.gz	memory B cell	2020	year
Donor1_MBC_2020	ERS8953578	SAMEA11308717	Homo sapiens	adult	normal	blood	1	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor1_MBC_2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	2c_S8_L003	group 6	sequencing assay	ERX6994759	2c_S8_L003_R2_001.fastq.gz	2c_S8_L003_R2_001.fastq.gz	ERR7425734	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425734/2c_S8_L003_R2_001.fastq.gz	2c_S8_L003_R1_001.fastq.gz	2c_S8_L003_R2_001.fastq.gz	memory B cell	2020	year
Donor1_MBC_2020	ERS8953578	SAMEA11308717	Homo sapiens	adult	normal	blood	1	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor1_MBC_2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	2c_S8_L004	group 6	sequencing assay	ERX6994759	2c_S8_L004_R1_001.fastq.gz	2c_S8_L004_R1_001.fastq.gz	ERR7425735	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425735/2c_S8_L004_R1_001.fastq.gz	2c_S8_L004_R1_001.fastq.gz	2c_S8_L004_R2_001.fastq.gz	memory B cell	2020	year
Donor1_MBC_2020	ERS8953578	SAMEA11308717	Homo sapiens	adult	normal	blood	1	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor1_MBC_2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	2c_S8_L004	group 6	sequencing assay	ERX6994759	2c_S8_L004_R2_001.fastq.gz	2c_S8_L004_R2_001.fastq.gz	ERR7425735	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425735/2c_S8_L004_R2_001.fastq.gz	2c_S8_L004_R1_001.fastq.gz	2c_S8_L004_R2_001.fastq.gz	memory B cell	2020	year
Donor2_MBC_jul2020	ERS8953579	SAMEA11308718	Homo sapiens	adult	normal	blood	2	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor2_MBC_jul2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	3a_S3_L001	group 7	sequencing assay	ERX6994760	3a_S3_L001_R1_001.fastq.gz	3a_S3_L001_R1_001.fastq.gz	ERR7425736	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425736/3a_S3_L001_R1_001.fastq.gz	3a_S3_L001_R1_001.fastq.gz	3a_S3_L001_R2_001.fastq.gz	memory B cell	2020	year
Donor2_MBC_jul2020	ERS8953579	SAMEA11308718	Homo sapiens	adult	normal	blood	2	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor2_MBC_jul2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	3a_S3_L001	group 7	sequencing assay	ERX6994760	3a_S3_L001_R2_001.fastq.gz	3a_S3_L001_R2_001.fastq.gz	ERR7425736	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425736/3a_S3_L001_R2_001.fastq.gz	3a_S3_L001_R1_001.fastq.gz	3a_S3_L001_R2_001.fastq.gz	memory B cell	2020	year
Donor2_MBC_jul2020	ERS8953579	SAMEA11308718	Homo sapiens	adult	normal	blood	2	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor2_MBC_jul2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	3a_S3_L002	group 7	sequencing assay	ERX6994760	3a_S3_L002_R1_001.fastq.gz	3a_S3_L002_R1_001.fastq.gz	ERR7425737	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425737/3a_S3_L002_R1_001.fastq.gz	3a_S3_L002_R1_001.fastq.gz	3a_S3_L002_R2_001.fastq.gz	memory B cell	2020	year
Donor2_MBC_jul2020	ERS8953579	SAMEA11308718	Homo sapiens	adult	normal	blood	2	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor2_MBC_jul2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	3a_S3_L002	group 7	sequencing assay	ERX6994760	3a_S3_L002_R2_001.fastq.gz	3a_S3_L002_R2_001.fastq.gz	ERR7425737	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425737/3a_S3_L002_R2_001.fastq.gz	3a_S3_L002_R1_001.fastq.gz	3a_S3_L002_R2_001.fastq.gz	memory B cell	2020	year
Donor2_MBC_jul2020	ERS8953579	SAMEA11308718	Homo sapiens	adult	normal	blood	2	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor2_MBC_jul2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	3a_S3_L003	group 7	sequencing assay	ERX6994760	3a_S3_L003_R1_001.fastq.gz	3a_S3_L003_R1_001.fastq.gz	ERR7425738	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425738/3a_S3_L003_R1_001.fastq.gz	3a_S3_L003_R1_001.fastq.gz	3a_S3_L003_R2_001.fastq.gz	memory B cell	2020	year
Donor2_MBC_jul2020	ERS8953579	SAMEA11308718	Homo sapiens	adult	normal	blood	2	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor2_MBC_jul2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	3a_S3_L003	group 7	sequencing assay	ERX6994760	3a_S3_L003_R2_001.fastq.gz	3a_S3_L003_R2_001.fastq.gz	ERR7425738	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425738/3a_S3_L003_R2_001.fastq.gz	3a_S3_L003_R1_001.fastq.gz	3a_S3_L003_R2_001.fastq.gz	memory B cell	2020	year
Donor2_MBC_jul2020	ERS8953579	SAMEA11308718	Homo sapiens	adult	normal	blood	2	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor2_MBC_jul2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	3a_S3_L004	group 7	sequencing assay	ERX6994760	3a_S3_L004_R1_001.fastq.gz	3a_S3_L004_R1_001.fastq.gz	ERR7425739	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425739/3a_S3_L004_R1_001.fastq.gz	3a_S3_L004_R1_001.fastq.gz	3a_S3_L004_R2_001.fastq.gz	memory B cell	2020	year
Donor2_MBC_jul2020	ERS8953579	SAMEA11308718	Homo sapiens	adult	normal	blood	2	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor2_MBC_jul2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	3a_S3_L004	group 7	sequencing assay	ERX6994760	3a_S3_L004_R2_001.fastq.gz	3a_S3_L004_R2_001.fastq.gz	ERR7425739	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425739/3a_S3_L004_R2_001.fastq.gz	3a_S3_L004_R1_001.fastq.gz	3a_S3_L004_R2_001.fastq.gz	memory B cell	2020	year
Donor2_MBC_may2020	ERS8953580	SAMEA11308719	Homo sapiens	adult	normal	blood	2	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor2_MBC_may2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	3a_S4_L001	group 8	sequencing assay	ERX6994761	3a_S4_L001_R1_001.fastq.gz	3a_S4_L001_R1_001.fastq.gz	ERR7425740	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425740/3a_S4_L001_R1_001.fastq.gz	3a_S4_L001_R1_001.fastq.gz	3a_S4_L001_R2_001.fastq.gz	memory B cell	2020	year
Donor2_MBC_may2020	ERS8953580	SAMEA11308719	Homo sapiens	adult	normal	blood	2	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor2_MBC_may2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	3a_S4_L001	group 8	sequencing assay	ERX6994761	3a_S4_L001_R2_001.fastq.gz	3a_S4_L001_R2_001.fastq.gz	ERR7425740	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425740/3a_S4_L001_R2_001.fastq.gz	3a_S4_L001_R1_001.fastq.gz	3a_S4_L001_R2_001.fastq.gz	memory B cell	2020	year
Donor2_MBC_may2020	ERS8953580	SAMEA11308719	Homo sapiens	adult	normal	blood	2	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor2_MBC_may2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	3a_S4_L002	group 8	sequencing assay	ERX6994761	3a_S4_L002_R1_001.fastq.gz	3a_S4_L002_R1_001.fastq.gz	ERR7425741	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425741/3a_S4_L002_R1_001.fastq.gz	3a_S4_L002_R1_001.fastq.gz	3a_S4_L002_R2_001.fastq.gz	memory B cell	2020	year
Donor2_MBC_may2020	ERS8953580	SAMEA11308719	Homo sapiens	adult	normal	blood	2	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor2_MBC_may2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	3a_S4_L002	group 8	sequencing assay	ERX6994761	3a_S4_L002_R2_001.fastq.gz	3a_S4_L002_R2_001.fastq.gz	ERR7425741	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425741/3a_S4_L002_R2_001.fastq.gz	3a_S4_L002_R1_001.fastq.gz	3a_S4_L002_R2_001.fastq.gz	memory B cell	2020	year
Donor2_MBC_may2020	ERS8953580	SAMEA11308719	Homo sapiens	adult	normal	blood	2	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor2_MBC_may2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	3a_S4_L003	group 8	sequencing assay	ERX6994761	3a_S4_L003_R1_001.fastq.gz	3a_S4_L003_R1_001.fastq.gz	ERR7425742	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425742/3a_S4_L003_R1_001.fastq.gz	3a_S4_L003_R1_001.fastq.gz	3a_S4_L003_R2_001.fastq.gz	memory B cell	2020	year
Donor2_MBC_may2020	ERS8953580	SAMEA11308719	Homo sapiens	adult	normal	blood	2	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor2_MBC_may2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	3a_S4_L003	group 8	sequencing assay	ERX6994761	3a_S4_L003_R2_001.fastq.gz	3a_S4_L003_R2_001.fastq.gz	ERR7425742	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425742/3a_S4_L003_R2_001.fastq.gz	3a_S4_L003_R1_001.fastq.gz	3a_S4_L003_R2_001.fastq.gz	memory B cell	2020	year
Donor2_MBC_may2020	ERS8953580	SAMEA11308719	Homo sapiens	adult	normal	blood	2	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor2_MBC_may2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	3a_S4_L004	group 8	sequencing assay	ERX6994761	3a_S4_L004_R1_001.fastq.gz	3a_S4_L004_R1_001.fastq.gz	ERR7425743	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425743/3a_S4_L004_R1_001.fastq.gz	3a_S4_L004_R1_001.fastq.gz	3a_S4_L004_R2_001.fastq.gz	memory B cell	2020	year
Donor2_MBC_may2020	ERS8953580	SAMEA11308719	Homo sapiens	adult	normal	blood	2	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor2_MBC_may2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	3a_S4_L004	group 8	sequencing assay	ERX6994761	3a_S4_L004_R2_001.fastq.gz	3a_S4_L004_R2_001.fastq.gz	ERR7425743	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425743/3a_S4_L004_R2_001.fastq.gz	3a_S4_L004_R1_001.fastq.gz	3a_S4_L004_R2_001.fastq.gz	memory B cell	2020	year
Donor2_MBC_jul2020	ERS8953579	SAMEA11308718	Homo sapiens	adult	normal	blood	2	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor2_MBC_jul2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	3b_S4_L001	group 7	sequencing assay	ERX6994760	3b_S4_L001_R1_001.fastq.gz	3b_S4_L001_R1_001.fastq.gz	ERR7425744	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425744/3b_S4_L001_R1_001.fastq.gz	3b_S4_L001_R1_001.fastq.gz	3b_S4_L001_R2_001.fastq.gz	memory B cell	2020	year
Donor2_MBC_jul2020	ERS8953579	SAMEA11308718	Homo sapiens	adult	normal	blood	2	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor2_MBC_jul2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	3b_S4_L001	group 7	sequencing assay	ERX6994760	3b_S4_L001_R2_001.fastq.gz	3b_S4_L001_R2_001.fastq.gz	ERR7425744	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425744/3b_S4_L001_R2_001.fastq.gz	3b_S4_L001_R1_001.fastq.gz	3b_S4_L001_R2_001.fastq.gz	memory B cell	2020	year
Donor2_MBC_jul2020	ERS8953579	SAMEA11308718	Homo sapiens	adult	normal	blood	2	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor2_MBC_jul2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	3b_S4_L002	group 7	sequencing assay	ERX6994760	3b_S4_L002_R1_001.fastq.gz	3b_S4_L002_R1_001.fastq.gz	ERR7425745	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425745/3b_S4_L002_R1_001.fastq.gz	3b_S4_L002_R1_001.fastq.gz	3b_S4_L002_R2_001.fastq.gz	memory B cell	2020	year
Donor2_MBC_jul2020	ERS8953579	SAMEA11308718	Homo sapiens	adult	normal	blood	2	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor2_MBC_jul2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	3b_S4_L002	group 7	sequencing assay	ERX6994760	3b_S4_L002_R2_001.fastq.gz	3b_S4_L002_R2_001.fastq.gz	ERR7425745	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425745/3b_S4_L002_R2_001.fastq.gz	3b_S4_L002_R1_001.fastq.gz	3b_S4_L002_R2_001.fastq.gz	memory B cell	2020	year
Donor2_MBC_jul2020	ERS8953579	SAMEA11308718	Homo sapiens	adult	normal	blood	2	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor2_MBC_jul2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	3b_S4_L003	group 7	sequencing assay	ERX6994760	3b_S4_L003_R1_001.fastq.gz	3b_S4_L003_R1_001.fastq.gz	ERR7425746	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425746/3b_S4_L003_R1_001.fastq.gz	3b_S4_L003_R1_001.fastq.gz	3b_S4_L003_R2_001.fastq.gz	memory B cell	2020	year
Donor2_MBC_jul2020	ERS8953579	SAMEA11308718	Homo sapiens	adult	normal	blood	2	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor2_MBC_jul2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	3b_S4_L003	group 7	sequencing assay	ERX6994760	3b_S4_L003_R2_001.fastq.gz	3b_S4_L003_R2_001.fastq.gz	ERR7425746	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425746/3b_S4_L003_R2_001.fastq.gz	3b_S4_L003_R1_001.fastq.gz	3b_S4_L003_R2_001.fastq.gz	memory B cell	2020	year
Donor2_MBC_jul2020	ERS8953579	SAMEA11308718	Homo sapiens	adult	normal	blood	2	memory B cell	cell	P-MTAB-116475	P-MTAB-116476	P-MTAB-116477	Donor2_MBC_jul2020	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	5 prime tag	RNA	10xV2	oligo-dT	read2	10x	none	read2	0	150	read1	16	10	read1	0	16	P-MTAB-116478	Genomic Facility, Institute for Research in Biomedicine (IRB), Bellinzona, Switzerland 	3b_S4_L004	group 7	sequencing assay	ERX6994760	3b_S4_L004_R1_001.fastq.gz	3b_S4_L004_R1_001.fastq.gz	ERR7425747	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR742/ERR7425747/3b_S4_L004_R1_001.fastq.gz	3b_S4_L004_R1_001.fastq.gz	3b_S4_L004_R2_001.fastq.gz	memory B cell	2020	year
